pE,pN,combined_gap
3.45106383,1.824468085,7.657694509999999
3.59893617,1.824468085,6.838176239999996
3.746808511,1.824468085,6.035419599999997
3.894680851,1.824468085,5.248436389999995
4.042553191,1.824468085,4.476331799999997
4.190425532,1.824468085,3.718292599999998
4.338297872,1.824468085,13.50738045
4.486170213,1.824468085,12.954145329999996
4.634042553,1.824468085,12.409995249999994
4.781914894,1.824468085,24.532035859999997
4.929787234,1.824468085,24.199813049999996
5.077659574,1.824468085,23.872556489999997
5.225531915,1.824468085,23.55004991
5.373404255,1.824468085,23.232092299999998
5.521276596,1.824468085,22.91849644
5.669148936,1.824468085,22.609087589999998
5.817021277,1.824468085,22.303702409999996
5.964893617,1.824468085,22.002187879999997
6.112765957,1.824468085,21.704400449999998
6.260638298,1.824468085,21.410205239999996
6.408510638,1.824468085,21.119475299999998
6.556382979,1.824468085,20.832091
6.704255319,1.824468085,20.547939419999995
6.85212766,1.824468085,33.55118459
7.0,1.824468085,33.416174139999995
0.05,1.972340426,39.15576107
0.1978723404,1.972340426,24.58927257
0.3457446809,1.972340426,18.054770539999996
0.4936170213,1.972340426,16.183734069999996
0.6414893617,1.972340426,12.261459549999998
0.7893617021,1.972340426,8.783499639999995
0.9372340426,1.972340426,5.626292729999996
1.085106383,1.972340426,2.7147176199999947
1.232978723,1.972340426,16.55865266
1.380851064,1.972340426,13.929889609999996
1.528723404,1.972340426,13.929889609999996
1.676595745,1.972340426,11.180965479999998
1.824468085,1.972340426,8.293724759999996
1.972340426,1.972340426,2.659278069999999
2.120212766,1.972340426,2.659278069999999
2.268085106,1.972340426,8.717020519999998
2.415957447,1.972340426,7.467793999999998
2.563829787,1.972340426,12.609207259999998
2.711702128,1.972340426,10.429869010000004
2.859574468,1.972340426,10.429869010000004
3.007446809,1.972340426,8.385790980000003
3.155319149,1.972340426,8.385790980000003
3.303191489,1.972340426,6.22733126
3.45106383,1.972340426,6.22733126
3.59893617,1.972340426,3.9328314300000002
3.746808511,1.972340426,3.9328314300000002
3.894680851,1.972340426,2.310074279999995
4.042553191,1.972340426,1.537969689999997
4.190425532,1.972340426,11.131809329999996
4.338297872,1.972340426,10.56901834
4.486170213,1.972340426,22.273969749999996
4.634042553,1.972340426,21.931096009999997
4.781914894,1.972340426,21.593673749999997
4.929787234,1.972340426,21.261450939999996
5.077659574,1.972340426,20.934194379999997
5.225531915,1.972340426,20.6116878
5.373404255,1.972340426,20.293730189999998
5.521276596,1.972340426,19.98013433
5.669148936,1.972340426,19.670725479999998
5.817021277,1.972340426,19.365340299999996
5.964893617,1.972340426,19.063825769999998
6.112765957,1.972340426,18.766038339999998
6.260638298,1.972340426,18.471843129999996
6.408510638,1.972340426,18.181113189999998
6.556382979,1.972340426,17.89372889
6.704255319,1.972340426,30.749302039999996
6.85212766,1.972340426,30.61282248
7.0,1.972340426,30.477812029999996
0.05,2.120212766,37.60884581
0.1978723404,2.120212766,23.04235731
0.3457446809,2.120212766,19.235112419999997
0.4936170213,2.120212766,14.636818809999998
0.6414893617,2.120212766,10.71454429
0.7893617021,2.120212766,7.2365843799999965
0.9372340426,2.120212766,4.079377469999997
1.085106383,2.120212766,17.361926340000004
1.232978723,2.120212766,14.838823660000003
1.380851064,2.120212766,12.21006061
1.528723404,2.120212766,12.21006061
1.676595745,2.120212766,9.46113648
1.824468085,2.120212766,6.573895759999999
1.972340426,2.120212766,0.939449070000002
2.120212766,2.120212766,10.53756637
2.268085106,2.120212766,7.34123537
2.415957447,2.120212766,13.112988249999997
2.563829787,2.120212766,11.485088619999996
2.711702128,2.120212766,9.305750370000002
2.859574468,2.120212766,9.305750370000002
3.007446809,2.120212766,7.2616723400000005
3.155319149,2.120212766,7.2616723400000005
3.303191489,2.120212766,5.103212619999997
3.45106383,2.120212766,5.103212619999997
3.59893617,2.120212766,2.8087127899999977
3.746808511,2.120212766,2.8087127899999977
3.894680851,2.120212766,0.7631590199999962
4.042553191,2.120212766,10.157753889999999
4.190425532,2.120212766,21.43027235
4.338297872,2.120212766,21.075652799999997
4.486170213,2.120212766,20.727054489999997
4.634042553,2.120212766,20.38418075
4.781914894,2.120212766,20.04675849
4.929787234,2.120212766,19.714535679999997
5.077659574,2.120212766,19.38727912
5.225531915,2.120212766,19.06477254
5.373404255,2.120212766,18.74681493
5.521276596,2.120212766,18.43321907
