pE,pN,value_mean,value_std
1.979661017,0.3855932203,0.569,0.04253234064
2.063559322,0.3855932203,0.555,0.04272001873
2.147457627,0.3855932203,0.547,0.04124318125
2.231355932,0.3855932203,0.536,0.04223742416
2.315254237,0.3855932203,0.525,0.04544227107
2.399152542,0.3855932203,0.511,0.04570557953
2.483050847,0.3855932203,0.5,0.04626013402
2.566949153,0.3855932203,0.488,0.04578209257
2.650847458,0.3855932203,0.473,0.04605431576
2.734745763,0.3855932203,0.466,0.05102940329
2.818644068,0.3855932203,0.455,0.04341658669
2.902542373,0.3855932203,0.445,0.03981205847
2.986440678,0.3855932203,0.435,0.04364630569
3.070338983,0.3855932203,0.425,0.04695742753
3.154237288,0.3855932203,0.413,0.04337049688
3.238135593,0.3855932203,0.399,0.05146843693
3.322033898,0.3855932203,0.395,0.04883646179
3.405932203,0.3855932203,0.389,0.04414748011
3.489830508,0.3855932203,0.383,0.043829214
3.573728814,0.3855932203,0.374,0.04223742416
3.657627119,0.3855932203,0.367,0.04001249805
3.741525424,0.3855932203,0.355,0.03170173497
3.825423729,0.3855932203,0.351,0.03144837039
3.909322034,0.3855932203,0.347,0.03195309062
3.993220339,0.3855932203,0.336,0.02973213749
4.077118644,0.3855932203,0.328,0.02891366459
4.161016949,0.3855932203,0.322,0.02891366459
4.244915254,0.3855932203,0.317,0.02865309756
4.328813559,0.3855932203,0.311,0.0308058436
4.412711864,0.3855932203,0.308,0.03155946768
4.496610169,0.3855932203,0.302,0.03155946768
4.580508475,0.3855932203,0.292,0.02315167381
4.66440678,0.3855932203,0.289,0.0242693222
4.748305085,0.3855932203,0.285,0.025
4.83220339,0.3855932203,0.281,0.02844292531
4.916101695,0.3855932203,0.274,0.03168595904
5,0.3855932203,0.267,0.03494281042
0.05,0.4694915254,0.875,0.02247220505
0.1338983051,0.4694915254,0.851,0.02808914381
0.2177966102,0.4694915254,0.835,0.03041381265
0.3016949153,0.4694915254,0.818,0.03059411708
0.3855932203,0.4694915254,0.805,0.03041381265
0.4694915254,0.4694915254,0.792,0.03249615362
0.5533898305,0.4694915254,0.769,0.027
0.6372881356,0.4694915254,0.755,0.03138470965
0.7211864407,0.4694915254,0.741,0.03014962686
0.8050847458,0.4694915254,0.728,0.0342928564
0.8889830508,0.4694915254,0.711,0.03176476035
0.9728813559,0.4694915254,0.698,0.03841874542
1.056779661,0.4694915254,0.686,0.04247352116
1.140677966,0.4694915254,0.67,0.04335896678
1.224576271,0.4694915254,0.655,0.04455333882
1.308474576,0.4694915254,0.647,0.04196427052
1.392372881,0.4694915254,0.631,0.04548626166
1.476271186,0.4694915254,0.613,0.04561797891
1.560169492,0.4694915254,0.595,0.04904079934
1.644067797,0.4694915254,0.576,0.04521061822
1.727966102,0.4694915254,0.568,0.0423792402
1.811864407,0.4694915254,0.558,0.04166533331
1.895762712,0.4694915254,0.544,0.04127953488
1.979661017,0.4694915254,0.53,0.04404543109
2.063559322,0.4694915254,0.516,0.04223742416
2.147457627,0.4694915254,0.506,0.04431703961
2.231355932,0.4694915254,0.494,0.04521061822
2.315254237,0.4694915254,0.478,0.04467661581
2.399152542,0.4694915254,0.471,0.04253234064
2.483050847,0.4694915254,0.461,0.04526588119
2.566949153,0.4694915254,0.452,0.04467661581
2.650847458,0.4694915254,0.444,0.04247352116
2.734745763,0.4694915254,0.43,0.04449719092
2.818644068,0.4694915254,0.421,0.04570557953
2.902542373,0.4694915254,0.409,0.04948737213
2.986440678,0.4694915254,0.397,0.04539823785
3.070338983,0.4694915254,0.389,0.04887739764
3.154237288,0.4694915254,0.385,0.04522167622
3.238135593,0.4694915254,0.375,0.04006245125
3.322033898,0.4694915254,0.37,0.03820994635
3.405932203,0.4694915254,0.362,0.03458323293
3.489830508,0.4694915254,0.349,0.03269556545
3.573728814,0.4694915254,0.345,0.03106444913
3.657627119,0.4694915254,0.336,0.02973213749
3.741525424,0.4694915254,0.331,0.02913760457
3.825423729,0.4694915254,0.326,0.02939387691
